,bathrooms,bedrooms,rooms_total,building_size,car_spaces,category,furnished,location,land_size,price,id,subcategory,year_built,description,link
354,6,7,0,317,4,casa,,"[-99.1307637,19.3430607]",550,9950000,HO60B5CB60F39C2MX,"[""casa"",""casa-unifamiliar""]",2021,"[VEN] ID HOUM: 32240En Houm te lo hacemos más fácil y seguro. Los beneficios de comprar con nosotros: Te ayudamos a conseguir financiamiento a través de una asesoría personalizada. Mediación y seguimiento de todo el proceso. Te ayudamos a conseguir la documentación para el estudio de títulos.¡Sólo te preocupas de las firmas!.Casa en Venta 7 habitaciones y 7 baños con, una superficie total de 550 m2 construcción. Ubicado en colonia Campestre Churubusco, muy cerca de Taxqueña, Canal de Miramontes, Eje 3 y Calz de Tlalpan.Departamento ideal para quienes trabajan y/o estudian en el sector centro o sur de la capital, cercano a avenidas principales, supermercados, autopistas, bancos, restaurantes.Principales características:Garage techado con 4 lugares de estacionamiento Patios en ambos niveles Calle semi cerrada 2 Cocinas completas 2 Salas comedor 2 Áreas de lavado y tendido Roof Garden Cámaras de seguridad al exterior¡Comienza una nueva etapa en esta hermosa casa![VEN] ID HOUM: 32240",https://www.lamudi.com.mx/casa-en-campestre-churubusco-7-habitaciones-550-0-m2.html
355,3,3,unknown,158,2,casa,,"[-98.99604,19.35502]",114,2100000,HO6091796A2F5F2MX,"[""casa"",""casa-unifamiliar""]",unknown,"Casa amplia de 3 niveles; planta baja: patio descubierto en acceso, cochera cubierta para dos vehículos, baño, sala comedor, cocina, área de lavado, y cubo de escaleras. El primer piso consta de tres recamaras, baño, estudio y cubo de escaleras. Segundo piso consta de cuarto de servicio, con recamara y baño. Gas estacionario (2 tanques) y cisterna. Excelentes vías de comunicación hacia el centro de la cdmx por calzada ignacio zaragoza y eje 8 sur ermita iztapalapa, salida a la carretera federal y autopista hacia la ciudad de puebla. Cerca del municipio ""los reyes la paz "" y de estaciones del metro línea ""a"" los reyes la paz- pantitlán, también cerca de la estación santa marta.",https://www.lamudi.com.mx/venta-de-amplia-casa-ote-de-la-cdmx-metro-santa-martha.html
356,3,3,unknown,100,2,casa,,"[-99.0843,19.33717]",120,3200000,HO60BAC583CB760MX,"[""casa"",""casa-unifamiliar""]",unknown,"Casa en 2 niveles, en planta baja cuenta con 2 lugares de estacionamiento, cisaterna, amplia sala comedor, medio baño de visitas, área de bar, amplia cocina integral con barra desayunador y patio de servicio, bajando un nivel por escaleras se encuentran 3 recámaras con clósets, un baño completo en pasillo y un amplio patio trasero con área de lavado y una segunda cisterna, excelente estado de conservación y muy buena ubicación, a 3 cuadras de av. Ermita iztapalapa y rojo gómez, zona tranquila,documentación en orden, acepto créditos",https://www.lamudi.com.mx/linda-casa-en-2-niveles-7.html
357,2,3,5,240,1,casa,,"[-99.1329253,19.3197068]",160,6350000,HO6084D05465E4EMX,"[""casa"",""casa-unifamiliar""]",1981,"Excelente y amplia casa rodeada de zonas comerciales, restaurantes y bancos.  En planta baja cuenta con sala de televisión, sala-comedor, cocina con iluminado desayunador, medio baño de visitas y amplio espacio para almacenamiento. Estacionamiento para un auto y un local comercial.  En el segundo nivel tiene tres recámaras una de ellas con baño completo, las otras dos comparten el segundo baño, el acceso al cuarto de servicio es por unas escaleras que se ubican en el patio posterior en donde se encuentra el lavadero y el calentador.  La calle es muy tranquila y la zona muy segura. EasyBroker ID: EB-HI6177",https://www.lamudi.com.mx/prados-coyoacan-amplia-casa-en-zona-segura-y-tranquila.html
358,3,4,unknown,228,2,casa,,"[-99.1431,19.30419]",367,982100,HO6042A5131A5B2MX,"[""casa"",""casa-unifamiliar""]",unknown,- Gran descuento de remate - hasta un 50% abajo de su precio comercial - tramite de cesión de derechos ante notario publico - no creditos de infonavit ni fovisste - cerca de: el estadio azteca - entre la calle: lazaro cardenas y venustiano carranza - contacto: david rivera: 55 4103-9247,https://www.lamudi.com.mx/bonita-casa-en-coapa.html
359,4,3,unknown,81,1,casa,,"[-99.1049204,19.3945484]",108,890000,HO5F21BF230F3BDMX,"[""casa"",""townhouse""]",unknown,"Casa de 108 metros de terreno. 3 habitaciones (cada habitación con baño completo). 3 baños completos 1/2 baño en estancia. Sala comedor, cocina amplia. Patio de servicio. Garage. ¡excelentes acabados! Amenidades: Salón de eventos. Palapas con asadores. Canchas de futbol y basquetbol. Golfito. Áreas infantiles. Gimnasio al aire libre. Parque para mascotas, y mucho más... Agenda hoy mismo tu visita al desarrollo, ¡¡¡¡últimos días con precio de promoción!!!!",https://www.lamudi.com.mx/casa-de-un-piso-con-3-recamaras-y-4-banos-60.html
360,2,2,unknown,70,2,casa,,"[-99.14704,19.37323]",100,4200000,HO5FE11424C7407MX,"[""casa"",""casa-unifamiliar""]",1990,Casa de 100 m de superficie 70 m de construcción H3 Sala comerdor 2 recamaras 2 baños completos Cocina integral 2 lugres de estacionamiento Calle tranquila Excelente ubicación Lista para ocuparse,https://www.lamudi.com.mx/venta-casa-en-san-simon-ticumac-benito-juarez-cdmx.html
361,3,3,6,950,19,casa,,"[-99.2288737,19.3966078]",2000,3500000,HO602B303DAC8F9MX,"[""casa"",""casa-unifamiliar""]",2003,"Casa en Venta Cerrada en Lomas Altas Oportunidad Excelente Casa con acabados AAA   2,000 metros de terreno  Construcción 950 m  Jardín propio 1200 metros  planos   Descripción  Dos áreas de estacionamiento: En la parte superior con capacidad de 4 autos. En la parte baja de la casa estacionamientos para 15 coches más amplia bodega aproximadamente 12 metros cuadrados.  Cuenta con Bungalow que consta de una pequeña cocina, sala, bar y medio baño. Terraza externa con deck sala externa y chimenea.   Jardín plano de 1200 metros con tombling.  Cuarto de herramientas  Casa:  Planta Baja Dos Terrzas:Abierta con techo, la segunda abierta  Vestibulo, Amplia sala con bar, sistema de sonido, comedor con vista y salida al jardín.  Antecomedor, Family room con salida al jarín, pisos de madera de ingeniería. Baño de visitas. Cocina equipada hornos, refrigeradores, lavaplatos a la medida de la cocina con isla,  2 alacenas muy grandes. Un pequeño cuarto que se puede usar como oficina o estudio. Cuarto de servicio muy amplio con baño completo.  Segunda planta:  Recámara principal con dos amplios vestidores baño muy amplio con jacuzzi, segunda y tercera recámaras con vestidor y baño propio.Family Room  En otro desnivel se encuentra la lavandería, área de tendido,  cuarto de choferes con baño completo, dos bodegas de aproximadamente 5 metros cuadrados cada una. EasyBroker ID: EB-GU2900",https://www.lamudi.com.mx/casa-con-seguridad-en-venta-en-lomas-altas.html
362,4,3,unknown,81,1,casa,,"[-99.0647821,19.3452107]",108,890000,HO5F23513484B53MX,"[""casa"",""townhouse""]",unknown,"Casa de 108 metros de terreno. 3 habitaciones (cada habitación con baño completo). 3 baños completos 1/2 baño en estancia. Sala comedor, cocina amplia. Patio de servicio. Garage. ¡excelentes acabados! Amenidades: Salón de eventos. Palapas con asadores. Canchas de futbol y basquetbol. Golfito. Áreas infantiles. Gimnasio al aire libre. Parque para mascotas, y mucho más... Agenda hoy mismo tu visita al desarrollo, ¡¡¡¡últimos días con precio de promoción!!!!",https://www.lamudi.com.mx/la-casa-de-tus-suenos-216.html
363,3,3,unknown,251,2,casa,,"[-99.19343,19.36021]",215,9800000,HO604276116B8DFMX,"[""casa"",""casa-unifamiliar""]",unknown,"Venta Linda CASA cerca del periferico, en zona tranquila. Tiene 3 recamaras, ante sala, sala con espacios generosos y hermosa chimenea, ante-comedor , y comedor, cocina integral, cuarto de servicio, con dos lugares de estacionamiento. Muy cerca de superama, el colegio asuncion y zona bancaria.",https://www.lamudi.com.mx/venta-casa-en-col-tranquila.html
364,3,4,7,380,3,casa,,"[-99.1718141,19.3065612]",0,8000000,HO607654A0D82F0MX,"[""casa"",""casa-unifamiliar""]",1986,"""Te encantaría encontrar el departamento de tus sueños?¿Quieres un hogar amplio, tranquilo, moderno y luminoso?Clikalia te ofrece una hermosa casa en ubicación privilegiada.La casa de 380 m2 consta de hermosa estancia-comedor, 4 recamaras, la principal con vestidor y baño completo con jacuzzi, 3 baños completos con buenos acabados, jardín, área de servicio y 3 lugares de estacionamiento.El residencial cuenta con vigilancia las 24 horas y circuito cerrado, se encuentra dentro de una zona muy tranquila y segura.Recuerda que con Clikalia #1 en venta online de viviendas en España:- No tendrás que pagar comisiones ni honorarios.- Nos ocupamos del contrato y la escrituración.- Te ayudamos a tramitar cualquier tipo de crédito bancario.Agenda tu cita de inmediato. ¡Te esperamos!"". EasyBroker ID: EB-HG2067",https://www.lamudi.com.mx/calle-amberes-1920.html
365,7,7,unknown,305,4,casa,,"[-99.0746,19.48147]",215.99,3500000,HO60DBAC33B3B3DMX,"[""casa"",""casa-unifamiliar""]",unknown,"Casa en venta en la colonia providencia, *terreno 215.99 m2 , *construcción 305 m2, distribuido en 2 niveles, con 7 departamentos en total, *cada departamento cuenta con 1 baño completo, y uno con tina de hidromasaje, *sala-comedor, *cocina, *centro de lavado, *cuenta con 2 bodegas *4 estacionamientos, *Sistema cerrado, *Cisterna, *balcón, *posibilidad de un octavo departamento todo en buenas condiciones. a 5 minutos del bosque de aragón, a 10 del centro comercial puerta aragón, cerca del metro impulsora y de la av. Central. contactame al",https://www.lamudi.com.mx/oportunidad-casa-cerca-del-bosque-de-aragon-colonia-la-providencia.html
366,3,3,unknown,245,2,casa,,"[-99.22308,19.28415]",125,3999999,HO60C25A8D35CF1MX,"[""casa"",""casa-en-condominio""]",unknown,"Casa en venta calle: huehuetan # 199 Entre tizimin y halacho Colonia: héroes de padierna Precio de venta $3999999 M2 de construcción: 245.37 m2 M2 de terreno: 125 m2 Edad: 30 años Casa construida en 2 plantas: Segundo piso: - cuarta recámara o cuarto de servicio con amplio closet. - baño de servicio. - pequeño patio de tendido y área para lavadora y secadora. Primer piso: - dos recámaras Estudio - dos baños completos, uno en la recámara principal y el otro que da servicio a la segunda recámara y al estudio. Planta baja - sala con amplios ventanales con vista y salida a terraza con pisos de adoquín rosa de querétaro. Comedor con ventanal hacia la calle, se queda un trinchador de madera empotrado. Cocina integral de construcción con acabados en azulejos de talavera. - medio baño y alacena. - 2 amplios estacionamientos fijos, independientes, techados y con portón eléctrico La entrada con portón eléctrico Comentarios: casa en condominio horizontal de cuatro casas, estilo rústico colonial, techos con vigas de construcción, los acabados de paredes son estilo rustico en color blanco. Escaleras en madera de encino blanco, techos a un agua. Pisos en estancia y en cocina de cerámica artesanal. Cableado eléctrico de toda la casa con garantía de 20 años, tanque de gas estacionario individual. Cisterna con capacidad de 20,000 litros, recién pintada e impermeabilizada.",https://www.lamudi.com.mx/venta-casa-en-condominio-horizontal-a-10-minutos-de-six-flags.html
367,6,7,0,317,4,casa,,"[-99.1307637,19.3430607]",550,9950000,HO60B5CB60F39C2MX,"[""casa"",""casa-unifamiliar""]",2021,"[VEN] ID HOUM: 32240En Houm te lo hacemos más fácil y seguro. Los beneficios de comprar con nosotros: Te ayudamos a conseguir financiamiento a través de una asesoría personalizada. Mediación y seguimiento de todo el proceso. Te ayudamos a conseguir la documentación para el estudio de títulos.¡Sólo te preocupas de las firmas!.Casa en Venta 7 habitaciones y 7 baños con, una superficie total de 550 m2 construcción. Ubicado en colonia Campestre Churubusco, muy cerca de Taxqueña, Canal de Miramontes, Eje 3 y Calz de Tlalpan.Departamento ideal para quienes trabajan y/o estudian en el sector centro o sur de la capital, cercano a avenidas principales, supermercados, autopistas, bancos, restaurantes.Principales características:Garage techado con 4 lugares de estacionamiento Patios en ambos niveles Calle semi cerrada 2 Cocinas completas 2 Salas comedor 2 Áreas de lavado y tendido Roof Garden Cámaras de seguridad al exterior¡Comienza una nueva etapa en esta hermosa casa![VEN] ID HOUM: 32240",https://www.lamudi.com.mx/casa-en-campestre-churubusco-7-habitaciones-550-0-m2.html
368,5,4,0,400,3,casa,,"[-99.1880675,19.3670458]",176,13400000,HO6076382CB3112MX,"[""casa"",""casa-unifamiliar""]",2021,"[VEN] ID HOUM: 27894Preciosa casa nueva sobre la calle de Julio Ruelas, en la Col. San José Insurgentes, alcaldía Benito Juarez en la CDMX con excelentes vías de acceso, parques y centros comerciales cercanos; se encuentra en una de las zonas más hermosas de la CDMX, cerca de los metros Mixcoac y Barranca del Muerto, y el metrobús Teatro de los Insurgentes de la línea 1. A pocas cuadras de Av Revolución, Periférico, Patriotismo e Insurgentes Sur. Cerca de Plaza Manacar, Sam's Club San Angel, Walmart Revolución.El departamento consta de 4 recámaras, 4 baños completos y 2 medios baños, sala-comedor, cocina equipada, patio, family room con barra y terraza. Cuenta con un estacionamiento parcialmente techado con espacio para al menos 3 vehículos, y un cuarto de servicio / lavandería con su propio baño.",https://www.lamudi.com.mx/casa-en-san-jose-insurgentes-4-habitaciones-176-0-m2.html
369,5,4,9,713,4,casa,,"[-99.2747502,19.3722568]",550,27500000,HO6041A1952DBDAMX,"[""casa"",""casa-en-condominio""]",2001,"EXCELENTE CASA EN CONJUNTO EN CERRADA CON DOBLE SEGURIDAD Y CON ACABADOS DE LUJO!! 2 TERRAZAS Y JARDIN. VARIOS DESNIVELES!!! TIENE SALA, COMEDOR, FAMILY CON ANTECOMEDOR, CUARTO DE JUEGOS!! 4 RECAMARAS CON BAÑO EN DIFERENTES NIVELES. COCINA CON BARRA!! MUY ILUMINADA, CALIENTITA Y VISTA ESPECTACULAR TODO VERDE!!! CUARTO DE LAVADO GRANDE Y 2 CUARTOS DE SERVICIO. TIENE DOBLE VENTANERIA Y CALEFACCION DE GAS. VALE LA PENA CONOCERLA. EasyBroker ID: EB-GX9006",https://www.lamudi.com.mx/excelente-casa-en-condominio-a-la-venta-en-lomas-de-vista-hermosa.html
370,4,4,unknown,460,4,casa,,"[-99.21498,19.37733]",340,8400000,HO5EA744B35D4CCMX,"[""casa"",""casa-unifamiliar""]",unknown,"Hermosa casa en fraccionamiento cerrado. Cuenta con 4 habitaciones cada una con su baño y una de ellas se encuentra en planta baja. También tiene sala, cocina, comedor, antecomedor, cuarto de servicio, zona de eventos, cuarto de lavado, preciosa terraza y 4 lugares de estacionamientos. Conócela en el siguiente video: shorturl.at/alHX9 Teléfono:",https://www.lamudi.com.mx/las-aguilas-venta-casa-en-fraccionamiento-cerrado-1.html
371,3,3,6,300,5,casa,,"[-99.2234664,19.4162612]",487,24900000,HO6073AD723001DMX,"[""casa"",""casa-unifamiliar""]",2021,"Pocas joyas como ésta se pueden encontrar en Monte Líbano, casa en un solo nivel , actualizada y lista para adecuarla con los últimos acabados que el próximo propietario desee poner.Acceso independiente para choferes y personal de servicio.Amplia terraza para entretener a amigos y familiares.Recámara con acceso independiente para invitados o adolescentes que quieran su independencia o se puede utilizar como un despacho, oficina o consultorio para ver pacientes o tratar negocios personales.Un encanto de propiedad con una excelente ubicación dentro de las Lomas de Chapultepec.Agende una cita y conózcala! No la dejará ir.Caracteristicas: 3 Recámaras  3.5 Baños 5 Lugares de Estacionamiento Terraza 1 Bodega Chimenea en recámara Principal y Sala Cuarto de Servico Sála Comedor Family Room Cuarto de Lavado Oficina CisternaPrecio Sujeto a Cambio Sin Previo Aviso.www.estefanbienesraices.com. EasyBroker ID: EB-GY5167",https://www.lamudi.com.mx/casa-en-venta-en-monte-libano-lomas-de-chapultepec.html
372,2,3,0,130,2,casa,,"[-99.0067756,19.3626959]",119,2200000,HO606C1953558E9MX,"[""casa"",""casa-unifamiliar""]",2021,"[VEN] ID HOUM: 26158 ACEPTA TODOS LOS CRÉDITOS!! Bonita casa en venta ubicado para tener una  facilidad de movilidad en la  CMDX ya sea en transporte público o vehículos particulares. La casa es muy grande ya que tan solo cuenta con 119m2 de pura construcción en superficie. Cuenta con sala, comedor perfectamente acomodados, sala integrada, tres recámaras, dos baños, estacionamiento privado, patio trasero , gas estacionario y tinaco para distribuir agua todos los días horas del año.",https://www.lamudi.com.mx/casa-en-santa-martha-acatitla-3-habitaciones-119-0-m2.html
373,4,5,9,434,3,casa,,"[-99.1570658786,19.2985885243]",506,11850000,HO60C1BF85DF6E7MX,"[""casa"",""casa-unifamiliar""]",1990,"Magnífica casa en venta o renta, muy iluminada y con amplios espacios, prácticamente de un sólo nivel, remodelada casi en su totalidad hace 10 años.Cuenta con 5 recámaras, 4 con baño y 4 con closet, family room, amplísima sala con chimenea y terraza, comedor con acceso al jardín, cocina con antecomedor y área de asador, 3 estacionamientos con opción a 2 más, cuarto de servicio con baño y área de lavado y tendido.Ubicadísima, cerca de Tlalpan y Periférico, por lo que tiene Hospitales, Escuelas, Universidades, Plazas, y Supermercados muy cerca. La calle es tranquila limitada a tránsito ligero.Situación Legal: Hipoteca Requisitos para arrendamiento: contrato por 1 año, 1 mes de depósito, 1 mes de renta adelantada y póliza jurídica: aval, comprobar ingresos, costo aproximado de $15,000 2. EasyBroker ID: EB-HR1119",https://www.lamudi.com.mx/comoda-casa-en-venta-o-renta-en-bosques-de-tetlameya-coyoacan.html
374,3,4,7,259,0,casa,,"[-99.167668,19.389164]",109,7950000,HO604D553FB0EEEMX,"[""casa"",""casa-unifamiliar""]",unknown,"Linda Casa en Condominio con Excelente UbicaciónCol. del Valle Centro         Casa en Condominio de 5 Casas la Mejor Zona de la Col. Del ValleAmplios espacios con excelente IluminaciónParques CercanosPlanta Baja con Cocina, Sala, Comedor, Baño para Visitas y Patio.Primer Nivel con 4 Recámaras, la principal con Baño mas otro Baño CompletoAzotea con Cuarto de Servicio con Baño y Área de TendidoEstacionamiento para 2 autos.Portón Eléctrico de EstacionamientoPara acondicionar los acabados a tu gusto",https://www.lamudi.com.mx/casas-en-venta-en-del-valle-centro-4.html
375,3,3,6,216,4,casa,,"[-99.1725367,19.2412271]",543,7000000,HO5C641C6AD9ED0MX,"[""casa"",""casa-unifamiliar""]",2021,"Hermosa casa, con amplias áreas y muy iluminada, se encuentra en el km 21 de la carretera federal a Cuernavaca muy cerca de la ex casa de la Casa el Partenón de Tlalpan, consta de sala comedor, amplia cocina, antecomedor, una hermosa escalera de caracol, tres recamaras con baño, la principal  con vestidor, espacio para 4 autos, dos cuartos de servicio, amplia bodega, jardín con jacuzzi, terraza.  comparto el 2%. EasyBroker ID: EB-CQ0037",https://www.lamudi.com.mx/casa-en-venta-san-andres-totoltepec-1.html
376,4,4,8,550,2,casa,,"[-99,19]",500,21000000,HO60EE97FDD57ABMX,"[""casa"",""casa-unifamiliar""]",2021,"CASA EN VENTA EN BOSQUES DE LAS LOMAS Hermosa casa en Bosques de las Lomas en 3 niveles con muy buenos terminados, remodelada hace 3 años, 550 mt2 de construcción,  jardín de 100M2  hermoso, y vista panorámica desde todas las áreas de la casa al bosque ya que cuenta con balcones en sus 3 niveles que se hacen una sola estancia, haciéndola acogedora y con mucha entrada de sol.  Espejo de agua en acceso principal y entrada directa a jardín. Cuenta con 4 recámaras con baño completo cada una de ellas, la principal con vestidor y jacuzzi, amplios espacios en área social, cocina equipada con antecomedor, family, estudio, bar,  área de juegos a nivel jardín. Se encuentra en una calle muy tranquila sin transito de carros. Sala y comedor con chimenea. Cuenta con cisterna, cuarto de lavado, cuarto de servicio con baño, baño exterior para chofer. GRAN OPORTUNIDAD!!!*Precio sujeto a cambio sin previo aviso. *Imágenes para uso exclusivo de Fratelli Real Estate Studio. EasyBroker ID: EB-GZ6665",https://www.lamudi.com.mx/casa-en-venta-en-bosques-de-las-lomas-150.html
377,4.5,3,unknown,512,8,casa,,"[-99.20254,19.31784]",796,28870000,HO5FAB1A50ED6BEMX,"[""casa"",""casa-unifamiliar""]",unknown,"Si sueñas vivir en un hermoso lugar con estricta seguridad, con total privacidad, tranquilo y con vistas hacia un lindo jardín, no dejes de conocer esta hermosa casa, de estilo contemporáneo, impecable, confortable, llena de luz y soleada. Construida en dos niveles, con espacio para ocho autos, cuatro techados, en una pequeña calle completamente cerrada, de las pocas en el pedregal con reja y estricta vigilancia 24 horas. En la planta principal hay un lindo jardín al frente, vestíbulo, la sala comedor con ventanales hacia el jardín principal, con pisos de madera natural, una muy amplia y bien equipada cocina, baño de visitas y la recamara principal con vestidor doble y baño con mármol, vidrios templados, tina hidromasaje, ventanales y salida al jardín principal. Independiente de la casa hay dos oficinas con un baño completo, con vista y salida al jardín principal, esta área fue planeada para ser un departamento independiente, con estancia, cocina, baño y recamara, pero actualmente se usa como dos oficinas privadas, super bien equipadas y con muebles empotrados. En el segundo nivel, accesando por una moderna escalera, con unos ventanales de doble altura con vista al jardín de enfrente, están dos recamaras con baño cada una, un family room con proyector para cine y muebles hechos a la medida, en ese nivel esta la lavandería, patio y cuarto de servicio. Tiene escalera de servicio. La casa es sumamente iluminada, toda con ventanería alemanda de doble cristal, persianas electricas, los pisos de madera son de tzlam, tiene agua filtrada, calefacción en toda la casa, celdas solares, hidroneumatico, tres cisternas, calentador solar y de gas, baño para chóferes, varias bodegas, portero eléctrico y cámaras de seguridad. Es una casa sumamente cómoda y práctica, muy bien construida, impecable y con un gran encanto, en la colonia residencial más exclusiva y mejor situada del sur de la ciudad, con las mejores escuelas, centros comerciales y vías de comunicación. Si esta propiedad te interesa, no dejes de agendar una cita para conocerla, estamos encantados de poderte atender",https://www.lamudi.com.mx/residencial-en-venta-en-pedregal-en-calle-cerrada.html
378,6,5,0,675,0,casa,,"[-99.1476345,19.5105748]",675,27000000,HO606C19557C713MX,"[""casa"",""casa-unifamiliar""]",2021,"[VEN] ID HOUM: 25768 Casa en excelente condiciones, cuenta con 5 dormitorios y 6 baños y hasta 8 estacionamientos y de lo mas grande que hay dentro de su ubicación la cual se encuentra  cerca del bosque mas grande de la CDMX cuenta con tres salidas a la calle, la casa cuenta con una superficie total 675m. Cuenta vestidor para alberca, alberca con agua caliente, cuatro recámaras muy grandes, estudio, tres de ellas con su propio baño, cuarto de lavado, cocina integrada, comedor, doble sala, patio principal y trasero, gimnasio, cuarto de servicio y cuarto para sabanas, áreas verdes con capacidad de estacionamiento para ocho carros aproximadamente ya que cuenta con su garaje subterráneo.",https://www.lamudi.com.mx/casa-en-torres-lindavista-fracc-5-habitaciones-675-0-m2.html
379,3,3,6,530,4,casa,,"[-99.2720706,19.3839205]",325,1900000,HO5FC30E0304D01MX,"[""casa"",""casa-en-condominio""]",2005,"Exclusiva Residencia en Bosques de las Lomas.  Opción de renta Amueblada en 6,500USD Distribuida en 3 niveles + Sotano, dispone de  3 recámaras, cada una con su baño completo y vestidor, family room en piso superior, cocina italiana, family room / Sala de TV , amplia sala-comedor con salida a jardín privado. Sistema de Iluminación Lutrón. Aire acondicionado y calefacción. Cuarto de lavado, cuarto de servicio con baño completo, 2 Bodegas Exclusivo condominio con Jardines, alberca Gym, salón de Fiestas, cancha de Squash,, vapor, vestuarios.. EasyBroker ID: EB-GE8894",https://www.lamudi.com.mx/exclusiva-residencia-en-bosques-de-las-lomas.html
380,4.5,4,unknown,450,0,casa,,"[-99.23421,19.34344]",220,11000000,HO5E30CC885AC5FMX,"[""casa"",""townhouse""]",unknown,"Edad 13 años. 4 habitaciones, 4 baños y medio, sala de tele, terraza, área de lavado,2 espacios para guardar bajo las escaleras, jardín65 m2, cuarto de servicio, cisterna 10,000 litros con bomba automatizadaMantenimiento $1,200 mensualCaseta de vigilanciaVigilancia 24 horasServicio de limpieza y jardinería de áreas comunes",https://www.lamudi.com.mx/casa-en-lomas-de-las-aguilas-6.html
381,4,5,9,515,8,casa,,"[-99.1247115,19.5002687]",472,14800000,HO6082105D0F9CCMX,"[""casa"",""casa-unifamiliar""]",unknown,"Ubicada a 3 min de Calz. Ticomán y Moyobamba, cerca de centros comerciales y escuelas de prestigió. Residencia con amplios espacios, recubrimientos en paredes de maderas preciosas, sala, antecomedor y comedor con acceso a jardín con alberca de muy buen tamaño, recámaras con terraza con una espectacular vista a áreas verdes, garage para 8 autos, con escalera en mármol y aluminio. ¡Excelente iluminación y armonía en su diseño. ¡Llámeme para agendar una cita, se sorprenderá!",https://www.lamudi.com.mx/casa-en-venta-en-residencial-zacatenco-gustavo-a-madero-rcv-4211.html
382,5,4,unknown,211,3,casa,,"[-99.162260666626,19.392582395701]",211,13500000,HO6035282F9A836MX,"[""casa"",""casa-unifamiliar""]",unknown,"Casa en venta dentro de un conjunto de 5 casas en la colonia del valle. Construida en 4 niveles y en excelente estado de conservación, tiene: vigilancia 24 horas, sala, comedor, cocina integral, terraza para convivencia social y medio baño de visitas. En el segundo piso está la recámara con vestidor y baño, family room. En el tercer nivel tiene dos recámaras secundarias, una de ellas con closet y la otra con vestidor, cada una tienen baño. En el piso superior tiene una cuarta recámara con baño, cuarto de servicio, área de lavado y patio de tendido. La casa tiene acabados de pisos de madera y loseta, canceles de cristal templado, persianas colocadas, cisterna, paneles solares, cableado para internet, cctv, domótica de lutron, bodega y 3 lugares de estacionamiento techados. Convenientemente ubicada cerca de vías de acceso, locales comerciales a unos pasos de plaza universidad.",https://www.lamudi.com.mx/casa-en-venta-del-valle-sur-benito-juarez-cdmx.html
383,3,3,unknown,271,3,casa,,"[-99.1736397,19.4678395]",205,11500000,NO024HO88NZRINTRESMX,"[""casa"",""casa-en-condominio""]",unknown,"Green house ofrece en venta magnífica casa en condominio adoquinado Con hermoso jardín central común de 2000 m2, Inmejorable ubicación, calle asunción, col. San jerónimo lìdice, Magdalena contreràs  Precio de venta $ 11,500,000 pesos mn.  Características de la casa: 271 m2 construcciòn 205 m2 terreno privativo mas indivisos Cuota de mantenimiento $ 3050 pesos Desarrollada en 2 niveles Planta baja: entrada cochera para 3 autos al frente de la casa Despacho, medio baño de vistas, closet de vistas, cocina integral equipada, Desayunador, amplia sala comedor con bar y chimenea, salida a la terraza trasera con fuente y jardineras (opción de ubicar nuevamente un jardín de 80 m2 aproximadamente) Primer nivel: 3 recámaras, la principal con vestidor y gran baño con tina de hidromasaje, las otras 2 recámaras con amplios closets, comparten baño completo, sala de tv, estudio. En azotea: cuarto de servicio con baño completo, àrea de lavado y tendido *en total son 3.5 baños contando el de servicio* Buenos terminados con magnífico estado, amplios espacios, condominio adoquinado de 15 casas con estricta vigilancia, hermoso jardín central con fuente y bancas en àrea común (aproximadamente 2000 m2) Edad aproximada 30 años. Vías de comunicación: luis cabrera, av san jerónimo, segundo piso super vía, a 3 minutos de la bandera glorieta san jerónimo, periférico Previa cita con mínimo 24 horas de antelación, proporcionar -teléfono fijo e identificación oficial para autorizar cita e ingreso al condominio Trabajamos exclusivamente socios vigentes ampi / apci Compartimos comisión del 1% iva incluido  * no * corredores independientes * Tels 5545936888 / 5549897360 / 5556634111 / 5556634212 Disponibilidad y precios sujetos a últimos cambios",https://www.lamudi.com.mx/venta-linda-casa-en-condominio-con-gran-jardin-central-san-jeronimo-lidice.html
384,3,3,6,500,3,casa,,"[-99.2429625,19.4097153]",550,17450000,HO5CE7AF72A5577MX,"[""casa"",""casa-unifamiliar""]",1982,"Preciosa y grande casa en venta estilo mediterráneo, en la parte media de Bosques de las Lomas, muy iluminada y soleada, estacionamiento con puertas eléctricas, bodegas y cuarto de mozo, lugar para 3 autos y lindo jardín.Nivel el área social con sala, comedor, chimenea, cocina con doble alacena, despacho, cava, cuarto de lavado, cuarto de servicio, bodega, patio de servicio, 250 m² de terraza, asador, fuente. A medio nivel el área familiar con la recamara principal, cuenta con 2 vestidores, salita, chimenea, regadera de presión, vapor, jazcuzzi, 2 recamaras con baño cada una y closets, amplia sala de juegos y sala de t.v. Casa única!!!. EasyBroker ID: EB-DD5698",https://www.lamudi.com.mx/casa-en-venta-en-bosques-de-las-lomas-excelente-oportunidad.html
